project_id,district_code,intervention_id,partner,start_date,planned_end_date,actual_end_date,cost_usd,baseline_risk_score,total_delay_days,achieved_outcome_score,realized_risk_reduction,delivered_on_time,achieved_min_outcome,community_engagement_score,post_project_audit_score,post_project_satisfaction_score
P00819,D-093,I05,HydroBuild Co,2022-08-21,2024-06-11,2024-09-06,706600,64.73,87,73.91,0.29,0,1,52.78,73.44,66.53
P00820,d097,I07,RapidRelief Local,2024-01-22,2025-05-16,2025-07-25,1083300,59.66,70,67.39,0.25,0,1,56.17,66.64,59.41
P00821,D-084,I11,HydroBuild Co,2021-12-29,2023-02-22,2023-04-28,758100,46.99,65,63.14,0.301,0,1,67.76,59.98,75.86
P00822,D-118,I18,HydroBuild Co,2023-03-07,2024-10-27,2025-02-01,1031000,66.78,97,59.88,0.167,0,0,55.39,53.35,53.83
P00823,D-009,I18,HydroBuild Co,2022-07-04,2024-02-24,2024-07-03,1405200,73.39,130,46.78,0.049,0,0,59.1,46.26,53.29
P00824,D-112,I13,SunBuild Initiative,2021-04-25,2022-12-16,2023-05-18,1604000,91.4,153,66.78,0.17,0,1,31.18,63.1,53.42
P00825,D-040,I17,CivicResilience NGO,2021-05-02,2022-09-24,2022-12-15,2166200,66.57,82,59.26,0.091,0,0,46.55,65.44,44.83
P00826,D-033,I02,InfraTrust Consortium,2023-07-23,2024-09-15,2024-11-12,1447100,61.35,58,86.93,0.388,0,1,82.95,83.63,87.0
P00827,D-037,I15,InfraTrust Consortium,2022-06-25,2023-08-19,2023-10-24,725500,70.89,66,63.05,0.488,0,1,42.98,61.58,48.74
P00828,D-108,I17,InfraTrust Consortium,2024-01-03,2025-05-27,2025-08-11,981100,100.0,76,79.18,0.331,0,1,68.96,75.26,72.45
P00829,D-099,I18,HydroBuild Co,2023-08-31,2025-04-22,2025-07-03,1032200,84.82,72,66.78,0.303,0,1,70.44,68.18,73.35
P00830,D-057,I09,HeatSafe Partners,2023-08-02,2025-05-23,2025-09-20,877900,64.35,120,81.78,0.341,0,1,53.22,86.56,67.15
P00831,D-097,I14,HeatSafe Partners,2022-03-24,2023-12-14,2024-03-20,1668400,59.34,97,57.73,0.164,0,0,52.67,54.46,58.33
P00832,D-094,I03,HeatSafe Partners,2021-12-05,2023-09-26,2023-12-10,969500,63.44,75,61.23,0.424,0,1,39.33,62.11,53.26
P00833,D-010,I14,CivicResilience NGO,2022-05-12,2024-02-01,2024-03-28,1159300,65.35,56,69.54,0.37,0,1,20.63,73.32,53.19
P00834,D-032,I15,HydroBuild Co,2022-07-25,2023-09-18,2023-11-05,1088100,65.55,48,74.49,0.43,0,1,51.06,80.09,62.77
P00835,D102,I10,CommunityFirst,2023-10-02,2024-10-26,2024-11-13,526900,97.03,18,75.19,0.285,1,1,79.53,81.32,72.42
P00836,D-005,I15,HydroBuild Co,2021-12-13,2023-02-06,2023-04-15,1292300,60.49,68,73.62,0.385,0,1,59.93,74.16,75.35
P00837,D-052,I05,Delta Engineering,2022-05-20,2024-03-10,2024-06-10,622400,62.59,92,63.07,0.393,0,1,57.65,64.64,66.22
P00838,D-085,I06,SunBuild Initiative,2023-12-13,2025-07-05,2025-09-28,749500,64.15,85,63.69,0.362,0,1,49.05,63.78,58.18
P00839,D-069,I03,BlueRiver Implementers,2023-06-19,2025-04-09,2025-06-26,710300,52.87,78,58.22,0.192,0,0,61.17,55.23,63.51
P00840,D 090,I10,RapidRelief Local,2022-03-15,2023-04-09,2023-04-28,371300,71.51,19,73.52,0.2,1,1,63.83,74.77,74.18
P00841,D-086,I02,RapidRelief Local,2021-05-20,2022-07-14,2022-10-11,2783100,53.48,89,51.8,0.059,0,0,47.12,44.58,57.78
P00842,D-045,I06,RapidRelief Local,2022-09-10,2024-04-02,2024-06-14,615300,64.61,73,69.4,0.463,0,1,62.94,69.84,71.16
P00843,D-003,I14,HeatSafe Partners,2021-10-19,2023-07-11,2023-11-25,1630500,63.25,137,62.44,0.336,0,1,55.0,58.49,62.56
P00844,D-085,I05,HydroBuild Co,2023-03-01,2024-12-20,2025-04-17,631200,71.31,118,59.23,0.138,0,0,51.68,57.53,56.76
P00845,D-106,I15,HydroBuild Co,2021-10-20,2022-12-14,2023-03-20,1290200,60.01,96,54.16,0.147,0,0,49.03,53.12,55.83
P00846,D-087,I12,RapidRelief Local,2021-10-16,2023-02-08,2023-04-08,1431700,69.76,59,56.98,0.091,0,0,49.08,62.28,55.15
P00847,D-095,I14,InfraTrust Consortium,2021-04-07,2022-12-28,2023-06-04,1064300,89.08,158,68.62,0.485,0,1,62.26,72.05,67.55
P00848,D-039,I07,BlueRiver Implementers,2021-06-19,2022-10-12,2023-01-24,1123900,78.58,104,65.36,0.289,0,1,63.45,59.39,62.31
P00849,d015,I10,InfraTrust Consortium,2021-06-16,2022-07-11,2022-08-19,607800,72.14,39,69.15,0.295,1,1,74.72,71.85,66.84
P00850,D-102,I11,HydroBuild Co,2022-06-05,2023-07-30,2023-09-09,1001100,100.0,41,52.4,0.161,1,0,60.25,54.6,54.2
P00851,D-029,I06,CivicResilience NGO,2022-12-10,2024-07-02,2024-09-25,565000,72.18,85,59.67,0.153,0,0,38.86,56.31,50.16
P00852,D-073,I18,RapidRelief Local,2022-08-05,2024-03-27,2024-06-21,1425700,88.15,86,49.24,0.111,0,0,75.81,46.57,61.13
P00853,D-003,I06,CommunityFirst,2021-07-23,2023-02-13,2023-05-22,424900,68.48,98,75.08,0.5,0,1,59.49,75.29,69.8
P00854,D-079,I14,HydroBuild Co,2023-11-17,2025-08-08,2025-11-03,1295600,89.5,87,62.05,0.398,0,1,53.52,60.84,60.49
P00855,D-087,I02,CivicResilience NGO,2021-06-23,2022-08-17,2022-10-20,2582100,69.37,64,62.78,0.243,0,1,67.99,64.86,62.09
P00856,D-067,I01,CommunityFirst,2022-10-22,2023-11-16,2024-01-27,1513300,87.88,72,70.24,0.24,0,1,72.97,75.12,67.62
P00857,D-058,I06,Delta Engineering,2023-08-23,2025-03-15,2025-05-17,352600,57.87,63,57.4,0.18,0,0,37.58,53.06,46.09
P00858,D-035,I10,BlueRiver Implementers,2023-01-21,2024-02-15,2024-04-28,362000,53.75,73,63.24,0.236,0,1,76.17,58.7,73.68
P00859,D-093,I17,Delta Engineering,2023-07-10,2024-12-01,2025-04-10,1788000,59.95,130,59.29,0.076,0,0,51.5,55.74,61.84
P00860,D-030,I02,GreenWorks Alliance,2021-11-26,2023-01-20,2023-03-30,2212100,67.89,69,53.56,0.089,0,0,64.16,52.29,55.54
P00861,D-045,I09,BlueRiver Implementers,2021-08-09,2023-05-31,2023-09-20,1014500,71.14,112,66.21,0.324,0,1,71.39,59.83,70.95
P00862,D-107,I18,GreenWorks Alliance,2022-10-18,2024-06-09,2024-09-19,1149000,61.39,102,49.87,0.121,0,0,71.93,42.66,63.28
P00863,D-025,I10,SunBuild Initiative,2023-05-14,2024-06-07,2024-07-15,497700,70.39,38,55.69,0.102,1,0,46.35,64.15,48.87
P00864,D-015,I06,InfraTrust Consortium,2023-04-28,2024-11-18,2025-02-01,527900,68.87,75,72.95,0.5,0,1,65.12,71.53,68.98
P00865,D-093,I13,CivicResilience NGO,2021-07-01,2023-02-21,2023-06-13,1369100,65.64,112,65.76,0.239,0,1,44.66,66.91,64.8
P00866,D-062,I14,InfraTrust Consortium,2021-03-03,2022-11-23,2023-03-05,1316800,44.42,102,78.32,0.435,0,1,60.82,77.28,62.22
P00867,D-088,I11,CommunityFirst,2022-06-30,2023-08-24,2023-11-28,811500,78.82,96,80.74,0.388,0,1,87.42,83.55,92.65
P00868,D-105,I01,HeatSafe Partners,2023-12-31,2025-01-24,2025-04-27,2198700,67.01,93,58.51,0.054,0,0,58.97,60.76,53.13
P00869,D-038,I04,SunBuild Initiative,2022-08-01,2024-05-22,2024-08-23,464100,76.87,93,42.04,0.033,0,0,38.01,35.2,37.23
P00870,D-051,I06,Delta Engineering,2021-01-19,2022-08-12,2022-11-20,925500,52.85,100,61.28,0.479,0,1,50.78,66.01,52.48
P00871,D-075,I06,RapidRelief Local,2023-10-20,2025-05-12,2025-06-30,802000,58.06,49,74.78,0.482,0,1,50.07,75.22,64.45
P00872,D-068,I15,InfraTrust Consortium,2022-08-17,2023-10-11,2023-11-20,1506100,69.39,40,74.09,0.5,1,1,78.51,78.42,63.01
P00873,D-052,I09,GreenWorks Alliance,2023-11-27,2025-09-17,2025-12-10,678500,66.55,84,70.69,0.326,0,1,53.14,75.3,63.36
P00874,D-069,I02,HeatSafe Partners,2022-01-09,2023-03-05,2023-04-26,1681900,60.82,52,59.71,0.133,0,0,63.92,57.82,62.68
P00875,D-083,I18,HydroBuild Co,2023-05-08,2024-12-28,2025-04-24,1361200,63.19,117,62.68,0.376,0,1,66.02,62.9,58.58
P00876,D-025,I12,CivicResilience NGO,2023-05-03,2024-08-25,2024-10-09,1252800,64.56,45,65.74,0.327,1,1,68.27,66.49,56.63
P00877,D-077,I03,CommunityFirst,2023-03-23,2025-01-11,2025-05-28,531900,58.88,137,68.19,0.5,0,1,66.81,63.59,67.32
P00878,D-086,I17,BlueRiver Implementers,2021-11-17,2023-04-11,2023-06-07,2123100,47.53,57,58.97,0.149,0,0,55.1,63.07,58.89
P00879,D-085,I03,CivicResilience NGO,2022-07-29,2024-05-19,2024-08-16,562500,69.52,89,58.54,0.19,0,0,56.98,55.74,58.5
P00880,D-114,I05,CivicResilience NGO,2022-01-03,2023-10-25,2024-01-19,651700,50.12,86,61.54,0.335,0,1,55.6,56.44,69.25
P00881,D-089,I04,CommunityFirst,2021-06-14,2023-04-05,2023-08-03,587900,62.69,120,72.37,0.224,0,1,68.0,75.08,61.22
P00882,D-100,I12,CommunityFirst,2022-07-16,2023-11-08,2023-12-22,853700,82.5,44,75.28,0.405,1,1,56.84,73.29,76.88
P00883,D-039,I08,BlueRiver Implementers,2023-12-13,2025-07-05,2025-10-07,542600,70.51,94,81.15,0.452,0,1,91.79,77.66,93.82
P00884,D-108,I05,RapidRelief Local,2022-12-10,2024-09-30,2025-01-18,683100,75.71,110,54.55,0.106,0,0,55.87,48.21,56.98
P00885,D-071,I02,Delta Engineering,2021-01-28,2022-03-24,2022-06-19,1686700,95.71,87,48.47,0.097,0,0,49.24,47.81,49.48
P00886,D-065,I16,HeatSafe Partners,2022-01-10,2023-07-04,2023-11-03,904900,57.96,122,59.41,0.095,0,0,77.46,56.52,60.98
P00887,D-054,I01,HeatSafe Partners,2022-07-07,2023-08-01,2023-10-28,1215700,64.48,88,66.64,0.175,0,1,49.02,65.2,61.31
P00888,D-045,I12,GreenWorks Alliance,2022-05-03,2023-08-26,2023-10-29,1568900,62.63,64,67.62,0.356,0,1,49.47,62.28,61.81
P00889,D-096,I14,CommunityFirst,2021-01-07,2022-09-29,2023-01-11,1151600,65.35,104,73.69,0.389,0,1,53.63,77.65,64.9
P00890,D-003,I16,BlueRiver Implementers,2022-01-31,2023-07-25,2023-10-15,834600,67.01,82,60.87,0.234,0,1,46.61,67.11,52.29
P00891,D-007,I17,CivicResilience NGO,2023-12-08,2025-05-01,2025-06-08,1190100,59.59,38,79.48,0.256,1,1,51.33,78.57,60.06
P00892,D-094,I01,InfraTrust Consortium,2021-11-07,2022-12-02,2023-03-05,1229700,71.11,93,81.94,0.262,0,1,40.09,74.14,59.32
P00893,D-041,I08,CivicResilience NGO,2023-03-19,2024-10-09,2025-01-05,697400,66.78,88,62.1,0.364,0,1,53.4,52.11,53.54
P00894,D-106,I07,HeatSafe Partners,2022-08-19,2023-12-12,2024-02-10,1392700,78.79,60,72.95,0.329,0,1,57.76,70.95,67.34
P00895,D-049,I12,GreenWorks Alliance,2021-09-05,2022-12-29,2023-03-17,886400,85.66,78,45.9,0.134,0,0,33.76,50.31,42.08
P00896,D-078,I09,GreenWorks Alliance,2022-08-22,2024-06-12,2024-12-04,1034700,76.21,175,52.79,0.155,0,0,39.11,50.47,43.34
P00897,D-096,I13,HydroBuild Co,2024-01-01,2025-08-23,2025-11-14,1386000,65.36,83,54.53,0.097,0,0,28.7,53.9,44.6
P00898,D-105,I03,SunBuild Initiative,2022-06-07,2024-03-28,2024-07-07,1057700,58.08,101,46.26,0.109,0,0,46.5,40.97,49.46
P00899,D-083,I07,HydroBuild Co,2022-03-13,2023-07-06,2023-10-11,1339500,54.58,97,55.82,0.114,0,0,42.96,57.61,44.54
P00900,D-069,I10,BlueRiver Implementers,2022-05-27,2023-06-21,2023-07-17,391800,60.44,26,79.06,0.2,1,1,54.61,82.18,65.39
P00901,D-056,I10,HydroBuild Co,2021-03-20,2022-04-14,2022-05-26,488000,55.13,42,64.25,0.207,1,1,42.68,69.77,58.81
P00902,D95,I17,HydroBuild Co,2021-01-11,2022-06-05,2022-08-29,1900200,76.49,85,67.37,0.26,0,1,62.79,64.02,66.93
P00903,D-009,I10,GreenWorks Alliance,2022-03-09,2023-04-03,2023-05-02,516300,67.48,29,69.99,0.214,1,1,59.42,70.1,67.06
P00904,D-004,I07,GreenWorks Alliance,2022-01-22,2023-05-17,2023-08-23,927400,53.73,98,65.58,0.219,0,1,34.31,64.62,53.03
P00905,D-053,I04,RapidRelief Local,2022-10-12,2024-08-02,2024-12-14,625900,55.1,134,59.83,0.076,0,0,50.41,54.05,46.8
P00906,D74,I15,CivicResilience NGO,2023-03-09,2024-05-02,2024-07-10,1059000,95.84,69,52.45,0.177,0,0,55.49,47.36,52.2
P00907,D-097,I01,GreenWorks Alliance,2023-05-06,2024-05-30,2024-07-02,1276400,57.26,33,59.43,0.044,1,0,71.45,62.26,67.09
P00908,D-110,I13,CommunityFirst,2022-05-15,2024-01-05,2024-04-18,1414300,66.36,104,73.3,0.325,0,1,61.84,75.62,64.36
P00909,D-032,I13,GreenWorks Alliance,2021-04-25,2022-12-16,2023-04-10,1908400,72.25,115,53.17,0.089,0,0,48.5,47.9,57.37
P00910,D-044,I11,RapidRelief Local,2022-11-09,2024-01-03,2024-03-24,677500,88.48,81,53.37,0.143,0,0,22.29,45.75,40.78
P00911,D-002,I04,HydroBuild Co,2022-03-05,2023-12-25,2024-04-30,451900,64.46,127,62.72,0.222,0,1,43.28,61.36,54.42
P00912,D-061,I08,HeatSafe Partners,2022-08-31,2024-03-23,2024-05-10,421000,65.84,48,77.44,0.401,0,1,41.46,75.06,70.4
P00913,D-119,I04,CivicResilience NGO,2022-12-09,2024-09-29,2025-01-05,789200,67.03,98,77.84,0.182,0,1,50.4,76.22,71.93
P00914,D-069,I07,HydroBuild Co,2021-10-31,2023-02-23,2023-06-05,1416200,61.46,102,58.88,0.12,0,0,66.75,62.91,69.91
P00915,D-101,I12,GreenWorks Alliance,2021-07-07,2022-10-30,2023-01-08,2087400,80.56,70,56.13,0.142,0,0,59.73,50.07,55.66
P00916,D 058,I02,CivicResilience NGO,2023-06-17,2024-08-10,2024-10-30,2416200,76.76,81,59.53,0.143,0,0,56.61,58.94,60.47
P00917,D-061,I12,BlueRiver Implementers,2022-01-16,2023-05-11,2023-07-13,1604400,67.11,63,66.08,0.33,0,1,47.64,69.43,57.51
P00918,D-098,I13,HydroBuild Co,2022-08-25,2024-04-16,2024-08-06,1316800,64.75,112,66.27,0.237,0,1,71.61,67.85,60.77
P00919,D-116,I18,Delta Engineering,2022-07-24,2024-03-15,2024-06-26,948600,57.07,103,68.38,0.316,0,1,59.04,64.58,55.95
P00920,D-035,I07,CivicResilience NGO,2023-11-06,2025-02-28,2025-04-25,1216200,44.93,56,61.48,0.291,0,1,58.41,60.47,61.23
P00921,D-078,I13,CivicResilience NGO,2023-01-27,2024-09-18,2024-12-12,1330100,75.59,85,67.05,0.28,0,1,65.11,66.2,61.37
P00922,D-118,I01,RapidRelief Local,2022-01-31,2023-02-25,2023-05-19,997400,65.16,83,54.77,0.056,0,0,48.26,51.69,60.99
P00923,D-089,I15,SunBuild Initiative,2022-01-09,2023-03-05,2023-07-17,1170500,76.58,134,41.55,0.125,0,0,38.11,38.35,29.44
P00924,D-038,I16,GreenWorks  Alliance,2022-10-31,2024-04-23,2024-08-09,875200,81.11,108,59.8,0.171,0,0,55.02,63.41,55.44
P00925,D-039,I17,HydroBuild Co,2022-01-31,2023-06-25,2023-09-18,2056800,73.72,85,71.16,0.226,0,1,51.75,75.18,73.44
P00926,D-026,I07,CivicResilience NGO,2022-06-02,2023-09-25,2023-11-02,819500,63.91,38,54.47,0.141,1,0,42.87,47.04,49.57
P00927,D 100,I14,HeatSafe Partners,2021-12-09,2023-08-31,2023-12-28,1106500,74.38,119,67.72,0.376,0,1,63.86,69.23,68.14
P00928,D-029,I06,CivicResilience NGO,2023-02-15,2024-09-07,2024-12-18,890100,86.06,102,62.02,0.5,0,1,53.2,61.15,66.9
P00929,D-049,I12,SunBuild Initiative,2021-09-03,2022-12-27,2023-02-09,1586000,80.09,44,69.25,0.307,1,1,44.08,71.78,62.08
P00930,D-015,I03,HeatSafe Partners,2023-05-22,2025-03-12,2025-06-11,1010000,69.63,91,62.34,0.496,0,1,65.47,69.61,62.85
P00931,D-075,I16,RapidRelief Local,2021-04-20,2022-10-12,2023-02-14,428900,48.81,125,49.87,0.097,0,0,47.39,45.08,47.42
P00932,D-087,I17,RapidRelief Local,2021-12-14,2023-05-08,2023-07-16,1716400,71.75,69,56.05,0.107,0,0,61.05,57.88,54.32
P00933,D-067,I02,HydroBuild Co,2023-08-06,2024-09-29,2024-11-16,1666600,81.39,48,77.9,0.287,0,1,37.04,70.1,54.84
P00934,D-089,I01,Delta Engineering,2021-10-17,2022-11-11,2023-02-08,1959800,59.45,89,64.92,0.243,0,1,60.94,71.64,68.68
P00935,D-049,I10,HydroBuild Co,2022-01-04,2023-01-29,2023-02-16,341700,75.45,18,74.84,0.194,1,1,51.77,72.72,57.43
P00936,D 093,I14,CivicResilience NGO,2022-12-22,2024-09-12,2024-11-20,1441500,66.12,69,61.0,0.292,0,1,66.83,66.95,62.37
P00937,D-098,I09,RapidRelief Local,2023-11-18,2025-09-08,2026-01-26,1002300,70.16,140,65.51,0.325,0,1,84.9,65.11,77.03
P00938,D-006,I09,HydroBuild Co,2022-02-19,2023-12-11,2024-04-23,746600,83.58,134,66.76,0.312,0,1,45.19,69.31,58.61
P00939,D033,I10,CivicResilience NGO,2022-07-17,2023-08-11,2023-09-07,369100,71.37,27,70.15,0.202,1,1,30.37,73.99,55.48
P00940,D-077,I15,Delta Engineering,2021-04-27,2022-06-21,2022-10-07,1024200,61.88,108,60.26,0.461,0,1,78.5,60.8,72.28
P00941,D-004,I09,InfraTrust Consortium,2021-07-03,2023-04-24,2023-08-22,629000,57.17,120,74.93,0.462,0,1,78.32,79.39,69.6
P00942,D-085,I15,Delta Engineering,2023-05-04,2024-06-27,2024-08-20,1245900,58.35,54,73.73,0.491,0,1,52.69,77.6,66.33
P00943,D-093,I01,InfraTrust Consortium,2023-10-31,2024-11-24,2025-01-23,1339200,67.83,60,91.23,0.322,0,1,83.19,91.77,83.54
P00944,D-079,I16,SunBuild Initiative,2022-12-15,2024-06-07,2024-10-29,732100,76.36,144,43.02,0.08,0,0,46.83,40.92,40.33
P00945,D-031,I15,Delta Engineering,2023-05-10,2024-07-03,2024-09-22,687100,73.94,81,78.58,0.5,0,1,83.2,71.32,79.22
P00946,D-027,I16,CommunityFirst,2023-06-06,2024-11-27,2025-01-14,830400,63.09,48,76.67,0.371,0,1,55.06,80.5,59.69
P00947,D-051,I14,Delta Engineering,2021-02-05,2022-10-28,2023-02-16,927900,52.56,111,53.62,0.155,0,0,52.96,55.63,55.07
P00948,D-056,I13,Delta Engineering,2022-02-09,2023-10-02,2024-02-24,1935900,50.15,145,64.04,0.195,0,1,48.77,60.3,62.46
P00949,D-079,I01,HeatSafe Partners,2022-02-23,2023-03-20,2023-05-31,996000,78.51,72,65.09,0.183,0,1,59.95,66.09,66.44
P00950,D-075,I17,HydroBuild Co,2023-08-01,2024-12-23,2025-02-21,1630800,62.59,60,69.23,0.258,0,1,50.44,70.97,59.23
P00951,D-002,I14,RapidRelief Local,2023-01-20,2024-10-11,2025-01-02,1511600,61.79,83,64.8,0.238,0,1,54.52,64.54,56.59
P00952,D-012,I06,CommunityFirst,2023-02-28,2024-09-20,2024-11-27,712100,58.77,68,65.7,0.5,0,1,77.52,67.55,64.95
P00953,D-041,I15,Delta Engineering,2021-07-02,2022-08-26,2023-01-29,1283900,78.85,156,52.59,0.145,0,0,48.35,54.44,56.66
P00954,D-060,I16,SunBuild Initiative,2021-08-06,2023-01-28,2023-04-25,916700,70.51,87,51.68,0.101,0,0,32.15,48.25,44.08
P00955,D-030,I09,BlueRiver Implementers,2023-01-17,2024-11-07,2025-04-07,650100,56.75,151,67.25,0.376,0,1,69.81,65.51,57.98
P00956,D-013,I10,CommunityFirst,2023-01-20,2024-02-14,2024-02-26,491800,51.01,12,76.8,0.337,1,1,82.01,81.32,72.6
P00957,D-021,I17,BlueRiver Implementers,2021-02-27,2022-07-22,2022-09-25,2706800,86.17,65,54.28,0.099,0,0,44.64,52.29,56.69
P00958,D-025,I04,HeatSafe Partners,2023-05-26,2025-03-16,2025-06-15,816200,71.22,91,70.16,0.274,0,1,42.7,70.44,57.75
P00959,d021,I11,BlueRiver Implementers,2023-07-09,2024-09-01,2024-11-11,522800,77.41,71,56.18,0.103,0,0,48.86,57.53,52.76
P00960,D-011,I01,GreenWorks Alliance,2021-09-19,2022-10-14,2023-01-06,1609900,73.47,84,65.06,0.209,0,1,67.49,69.21,70.0
P00961,D-044,I04,GreenWorks Alliance,2022-08-27,2024-06-17,2024-10-01,766600,89.53,106,45.1,0.064,0,0,42.61,48.52,42.64
P00962,D-068,I18,RapidRelief Local,2021-06-18,2023-02-08,2023-05-08,981700,68.97,89,49.77,0.067,0,0,48.06,51.5,53.14
P00963,D-012,I18,SunBuild  Initiative,2021-07-22,2023-03-14,2023-06-19,1127600,54.9,97,38.28,0.097,0,0,32.55,40.28,37.87
P00964,D-056,I05,BlueRiver Implementers,2023-08-16,2025-06-06,2025-09-12,440100,56.36,98,64.59,0.334,0,1,50.62,59.22,58.6
P00965,D-003,I01,HeatSafe Partners,2021-06-13,2022-07-08,2022-10-18,1529500,52.99,102,69.63,0.256,0,1,57.52,77.88,59.11
P00966,D-011,I03,HydroBuild Co,2022-11-30,2024-09-20,2025-01-05,820900,68.48,107,57.41,0.234,0,0,53.75,56.49,56.75
P00967,D-046,I08,SunBuild Initiative,2023-08-23,2025-03-15,2025-07-08,250000,66.73,115,51.82,0.155,0,0,44.32,53.14,52.73
P00968,d111,I01,RapidRelief Local,2022-03-03,2023-03-28,2023-05-18,1043500,64.46,51,61.87,0.214,0,1,57.61,61.96,53.74
P00969,D-085,I09,InfraTrust Consortium,2023-05-29,2025-03-19,2025-06-14,773700,64.64,87,81.82,0.479,0,1,80.13,85.72,91.33
P00970,D-084,I18,CommunityFirst,2023-03-31,2024-11-20,2025-02-15,725900,43.04,87,83.09,0.384,0,1,54.31,79.05,78.43
P00971,D-105,I11,HydroBuild Co,2023-09-02,2024-10-26,2024-12-12,823400,62.01,47,62.29,0.36,0,1,81.28,64.31,70.15
P00972,D-081,I04,HydroBuild Co,2024-01-03,2025-10-24,2026-01-25,618500,52.14,93,58.92,0.063,0,0,49.74,49.23,63.07
P00973,D-013,I05,Delta Engineering,2021-06-22,2023-04-13,2023-07-11,856400,57.27,89,43.38,0.145,0,0,56.66,38.03,38.37
P00974,D-079,I03,InfraTrust Consortium,2022-03-18,2024-01-07,2024-03-22,479800,80.3,75,75.13,0.5,0,1,45.07,72.65,56.11
P00975,D-101,I07,SunBuild Initiative,2023-10-30,2025-02-21,2025-04-29,1308500,85.52,67,58.43,0.108,0,0,53.93,57.36,59.9
P00976,D-030,I15,InfraTrust Consortium,2021-03-14,2022-05-08,2022-08-09,804600,66.09,93,59.97,0.183,0,0,55.58,55.14,58.26
P00977,D-013,I10,RapidRelief Local,2023-01-05,2024-01-30,2024-02-16,245200,54.43,17,68.31,0.244,1,1,56.94,66.98,61.95
P00978,D-016,I05,GreenWorks Alliance,2021-08-24,2023-06-15,2023-09-27,401300,65.99,104,60.79,0.332,0,1,56.58,67.75,59.83
P00979,D-054,I11,HeatSafe Partners,2021-08-29,2022-10-23,2022-12-30,877300,54.44,68,63.79,0.39,0,1,67.14,61.11,65.34
P00980,D-023,I03,BlueRiver Implementers,2022-01-17,2023-11-08,2024-03-28,970300,84.32,141,56.1,0.146,0,0,52.83,62.81,60.21
P00981,D-101,I13,InfraTrust Consortium,2021-11-13,2023-07-06,2023-12-02,895400,88.13,149,69.34,0.314,0,1,85.64,60.34,73.08
P00982,D-028,I14,SunBuild Initiative,2022-09-17,2024-06-08,2024-09-20,1935200,77.79,104,55.76,0.141,0,0,38.08,53.0,50.48
P00983,D-001,I14,RapidRelief Local,2021-01-04,2022-09-26,2023-02-19,1047100,81.76,146,39.64,0.111,0,0,40.67,40.82,51.99
P00984,D-116,I03,SunBuild Initiative,2021-11-23,2023-09-14,2024-01-28,530700,55.46,136,41.11,0.162,0,0,40.43,39.63,32.17
P00985,D-108,I03,CommunityFirst,2021-03-24,2023-01-13,2023-04-13,906800,81.11,90,71.89,0.5,0,1,52.92,70.37,66.89
P00986,D-064,I08,SunBuild Initiative,2022-03-09,2023-09-30,2024-01-03,456300,55.9,95,53.97,0.067,0,0,37.52,55.67,39.86
P00987,D-119,I16,HeatSafe Partners,2023-06-29,2024-12-20,2025-03-04,1207200,79.88,74,73.27,0.25,0,1,50.44,74.39,66.32
P00988,D-092,I17,HydroBuild Co,2021-11-24,2023-04-18,2023-07-05,782300,70.31,78,52.7,0.137,0,0,26.79,53.35,40.07
P00989,D-061,I02,InfraTrust Consortium,2023-01-15,2024-03-10,2024-05-16,2179000,64.78,67,80.53,0.409,0,1,74.39,75.87,77.94
P00990,D-001,I02,HeatSafe Partners,2021-07-06,2022-08-30,2022-09-30,1075000,70.32,31,60.06,0.342,1,1,64.47,59.98,56.55
P00991,D-061,I03,HydroBuild Co,2022-07-23,2024-05-13,2024-08-07,600000,76.36,86,72.15,0.494,0,1,58.57,73.79,66.22
P00992,D-002,I09,CivicResilience NGO,2021-08-13,2023-06-04,2023-11-05,744300,68.82,154,56.34,0.109,0,0,39.9,54.47,60.63
P00993,D-071,I07,InfraTrust Consortium,2022-03-10,2023-07-03,2023-09-09,1577600,88.79,68,75.13,0.36,0,1,70.48,73.91,68.01
P00994,D-061,I14,GreenWorks Alliance,2022-03-09,2023-11-29,2024-02-19,1337200,69.44,82,58.86,0.124,0,0,67.82,57.76,66.59
P00995,D-027,I17,CommunityFirst,2021-09-18,2023-02-10,2023-04-24,2325900,64.07,73,67.07,0.253,0,1,62.96,64.8,64.18
P00996,D-035,I06,HydroBuild Co,2023-03-21,2024-10-11,2025-01-07,643600,47.74,88,57.83,0.209,0,0,44.27,59.57,49.37
P00997,D-026,I02,SunBuild Initiative,2023-11-13,2025-01-06,2025-03-21,1410600,59.72,74,44.93,0.11,0,0,47.89,54.23,48.93
P00998,D-064,I06,RapidRelief Local,2021-02-01,2022-08-25,2022-11-07,488400,56.84,74,59.72,0.171,0,0,39.38,59.64,50.07
P00999,D-040,I18,SunBuild Initiative,2023-07-07,2025-02-26,2025-05-24,1441300,59.73,87,52.61,0.115,0,0,66.4,55.13,64.56
P01000,D-076,I15,CivicResilience NGO,2023-08-02,2024-09-25,2024-11-26,1602100,72.29,62,69.46,0.394,0,1,48.78,70.16,59.88
P01001,D054,I05,GreenWorks Alliance,2021-06-05,2023-03-27,2023-09-16,777900,53.24,173,68.13,0.298,0,1,52.07,72.82,63.61
P01002,D-018,I09,SunBuild Initiative,2021-12-30,2023-10-21,2024-03-22,645600,70.95,153,68.59,0.264,0,1,24.09,73.92,48.49
