district_code,district_name,region,country,intervention_id,intervention_name,hazard_focus,cost,risk_reduction,impl_months,delivery_prob,predicted_on_time
D-045,District 045,South,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.052607213480841575,0
D-045,District 045,South,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007603905201874808,0
D-046,District 046,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.051327168683724014,0
D-046,District 046,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2293073079619987,0
D-046,District 046,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005444304255505534,0
D-046,District 046,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.007537281205690872,0
D-046,District 046,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005046491808916811,0
D-046,District 046,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.02311785573030435,0
D-046,District 046,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.035726494761977506,0
D-046,District 046,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.004939001562082294,0
D-046,District 046,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0008629640750047611,0
D-046,District 046,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6657088860230919,1
D-046,District 046,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.04664248217204366,0
D-046,District 046,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2262473131309486,0
D-046,District 046,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.007830530390950248,0
D-046,District 046,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.00651534061179275,0
D-046,District 046,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03477217333720113,0
D-046,District 046,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.007511942062128868,0
D-046,District 046,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.0401994291843937,0
D-046,District 046,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.005746092478717321,0
D-047,District 047,Central,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.0946585155959766,0
D-047,District 047,Central,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.36507148393990974,0
D-047,District 047,Central,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.010467900582141523,0
D-047,District 047,Central,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.014464033484773686,0
D-047,District 047,Central,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.00970659911652082,0
D-047,District 047,Central,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.043732200752803305,0
D-047,District 047,Central,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.06681505375141783,0
D-047,District 047,Central,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.00950079644529035,0
D-047,District 047,Central,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001666325356033579,0
D-047,District 047,Central,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7937447843859817,1
D-047,District 047,Central,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.0863790333799803,0
D-047,District 047,Central,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3610485174014367,0
D-047,District 047,Central,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01502269901654528,0
D-047,District 047,Central,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.01251477338869798,0
D-047,District 047,Central,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.06508635127514291,0
D-047,District 047,Central,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.014415745942791285,0
D-047,District 047,Central,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.07487801261245372,0
D-047,District 047,Central,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.011045063852620593,0
D-048,District 048,North,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.039175690293790956,0
D-048,District 048,North,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.18315477980798583,0
D-048,District 048,North,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.004108347784709425,0
D-048,District 048,North,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.00569067598740682,0
D-048,District 048,North,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.0038077792331535107,0
D-048,District 048,North,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.017521459565267652,0
D-048,District 048,North,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.02716265624307957,0
D-048,District 048,North,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.003726574734355807,0
D-048,District 048,North,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0006504694460136665,0
D-048,District 048,North,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.600116095780176,1
D-048,District 048,North,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.03555851152863002,0
D-048,District 048,North,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.1805663722073861,0
D-048,District 048,North,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.005912508247802433,0
D-048,District 048,North,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.0049178663058986535,0
D-048,District 048,North,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.026430820720054024,0
D-048,District 048,North,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.005671509361521608,0
D-048,District 048,North,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.03059742516905746,0
D-048,District 048,North,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.004336404268036238,0
D-049,District 049,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.05132679320524265,0
D-049,District 049,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.22930594519686406,0
D-049,District 049,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005444262502030718,0
D-049,District 049,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.007537223522396599,0
D-049,District 049,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005046453090865903,0
D-049,District 049,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.023117681585345353,0
D-049,District 049,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.035726229110722894,0
D-049,District 049,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.004938963664631855,0
D-049,District 049,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0008629574262718614,0
D-049,District 049,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6657071699628673,1
D-049,District 049,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.04664213927896785,0
D-049,District 049,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.22624596321270268,0
D-049,District 049,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.007830470481108272,0
D-049,District 049,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.006515290698132168,0
D-049,District 049,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.034771914526103044,0
D-049,District 049,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.0075118845712889015,0
D-049,District 049,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04019913166030467,0
D-049,District 049,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.005746048424139231,0
D-050,District 050,East,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09798625342889182,0
D-050,District 050,East,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3739787261371071,0
D-050,District 050,East,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.010871442439325106,0
D-050,District 050,East,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.015019289666503084,0
D-050,District 050,East,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.010081091484816236,0
D-050,District 050,East,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.045359313065559334,0
D-050,District 050,East,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.0692388094706638,0
D-050,District 050,East,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.00986742781336554,0
D-050,District 050,East,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001731156484036082,0
D-050,District 050,East,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7999339283892002,1
D-050,District 050,East,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.08944446080670242,0
D-050,District 050,East,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.36991479060413845,0
D-050,District 050,East,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01559906221560002,0
D-050,District 050,East,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.01299618668267577,0
D-050,District 050,East,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.06745193003288748,0
D-050,District 050,East,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.014969176581671458,0
D-050,District 050,East,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.07756994416274307,0
D-050,District 050,East,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.011470597671100263,0
D-051,District 051,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.121274714113937,0
D-051,District 051,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.43148453162962574,0
D-051,District 051,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.013771370896041753,0
D-051,District 051,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.019004387299469124,0
D-051,District 051,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.01277291835400371,0
D-051,District 051,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.056929309471672955,0
D-051,District 051,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.08634890670124644,0
D-051,District 051,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.012502923343853868,0
D-051,District 051,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0021983567152643346,0
D-051,District 051,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8355206516794267,1
D-051,District 051,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.1109525050143538,0
D-051,District 051,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.42722215255394735,0
D-051,District 051,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01973490988180301,0
D-051,District 051,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.01645345721661583,0
D-051,District 051,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.0841603857938373,0
D-051,District 051,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.018941233305803495,0
D-051,District 051,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.09652530171987311,0
D-051,District 051,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.014528001768082993,0
D-052,District 052,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.05443533725435065,0
D-052,District 052,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.24046138847116183,0
D-052,District 052,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005790950199111675,0
D-052,District 052,South,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.008016115622128044,0
D-052,District 052,South,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005367945226112108,0
D-052,District 052,South,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.024562008835067848,0
D-052,District 052,South,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.03792771822538277,0
D-052,District 052,South,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.005253644177239949,0
D-052,District 052,South,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.000918179420730597,0
D-052,District 052,South,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6793781005495487,1
D-052,District 052,South,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.049481761571521794,0
D-052,District 052,South,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.23729837787012897,0
D-052,District 052,South,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.008327838251735435,0
D-052,District 052,South,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.006929705682149986,0
D-052,District 052,South,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.036916849098888364,0
D-052,District 052,South,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.007989179671604422,0
D-052,District 052,South,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.042664050933075306,0
D-052,District 052,South,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00611183558827365,0
D-053,District 053,East,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.10329845210791981,0
D-053,District 053,East,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.38782034940570376,0
D-053,District 053,East,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.011521146814173586,0
D-053,District 053,East,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.015912891751496117,0
D-053,District 053,East,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.01068407271645861,0
D-053,District 053,East,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0479701411517587,0
D-053,District 053,East,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.07311883769838763,0
D-053,District 053,East,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.010457764170677182,0
D-053,District 053,East,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0018356284165877994,0
D-053,District 053,East,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8091634037931218,1
D-053,District 053,East,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.09434201116657631,0
D-053,District 053,East,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3836981911340254,0
D-053,District 053,East,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.016526580232833564,0
D-053,District 053,East,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.013771103171656392,0
